age,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,injury_claim,property_claim,vehicle_claim,fraud_reported
36,MALE,MD,other-service,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,5710,11420,34260,N
32,MALE,High School,other-service,Single Vehicle Collision,Side Collision,Major Damage,Other,22,7690,7690,61520,N
42,MALE,College,handlers-cleaners,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,15400,7700,53900,Y
39,MALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Other,10,9280,9280,41760,Y
46,FEMALE,High School,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,12140,6070,42490,N
21,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,5920,0,47360,N
43,FEMALE,MD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,3810,3810,26670,N
44,MALE,MD,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,0,5220,41760,N
26,MALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3670,7340,25690,N
28,MALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,6020,6020,48160,N
30,MALE,High School,sales,Parked Car,0,Minor Damage,0,6,540,1080,4860,N
38,FEMALE,Masters,craft-repair,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,17440,8720,61040,N
41,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,18080,18080,72320,N
34,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,7500,7500,52500,N
62,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,5220,5220,36540,N
60,FEMALE,Associate,sales,Parked Car,0,Minor Damage,Police,6,460,920,3680,N
